seq_name,primary_matches,potential_primaries,control_matches,potential_controls,rate_ratio,fisher_p
C.ZA.-.PP3B_B0203_econB4.JF294562,3.0,25.0,9.0,41.0,0.55,0.914031
D.UG.-.PP67B_B0209_ECX7B10.JF294560,7.0,36.0,8.0,43.0,1.05,0.574234
D.UG.-.PP28B_A0608_econB5s1.JF294531,6.0,36.0,8.0,48.0,1.00,0.612386
D.UG.-.PP33A_A0480_econb6.JF294519,6.0,37.0,9.0,43.0,0.77,0.794715
A1.KE.-.PP130A_A0045_econB25s1.JF294485,7.0,35.0,9.0,51.0,1.13,0.498084
C.BW.-.PP36A_A0516_Econ_b6_12.JF294474,3.0,37.0,10.0,41.0,0.33,0.989052
A1.KE.-.PP89B_B0729_econB11.JF294472,4.0,34.0,9.0,47.0,0.61,0.886319
C.BW.-.PP106A_B0356_Envcon_b16_8.JF294463,3.0,29.0,8.0,38.0,0.49,0.936894
C.ZA.-.PP56A_A0735_ESM3Br1.JF294460,6.0,40.0,13.0,43.0,0.50,0.973243
A1.KE.-.PP40A_A0738_econB6s2.JF294448,4.0,41.0,6.0,46.0,0.75,0.791593
C.ZM.-.PP17B_B0947_ecxBr2s2.JF294364,3.0,33.0,12.0,48.0,0.36,0.985403
C.ZM.-.PP7A_A0064_ecxBr1s4.JF294355,4.0,38.0,10.0,44.0,0.46,0.962881
D.KE.-.PP83A_A0197_ESM15B11.JF294345,3.0,34.0,11.0,47.0,0.38,0.981112
A1.KE.-.PP74A_A0906_esm48B10.JF294344,5.0,33.0,7.0,48.0,1.04,0.591934
A1.KE.-.PP74A_A0906_esm46B10.JF294329,5.0,33.0,7.0,48.0,1.04,0.591934
C.ZM.-.PP14B_B0383_econB4.JF294314,2.0,36.0,12.0,45.0,0.21,0.998467
A1.TZ.-.A0687_A0687_econB20s1.JF294304,4.0,36.0,10.0,47.0,0.52,0.938489
A1.KE.-.PP5B_5A02_ecx7AB1.JF294299,7.0,56.0,11.0,52.0,0.59,0.928783
A1.KE.-.PP5A_5B04_ecx1B1.JF294276,5.0,58.0,8.0,50.0,0.54,0.929632
A1.UG.-.PP103A_B0248_Econ_b16_6.JF294275,2.0,35.0,11.0,46.0,0.24,0.996101
A1.UG.-.PP103A_B0248_ESM_10_B16.JF294264,2.0,35.0,11.0,46.0,0.24,0.996101
C.ZM.-.PP23B_B0043_ecx31B9.JF294215,3.0,32.0,14.0,49.0,0.33,0.993031
A1.KE.-.PP75B_B0362_ECX09B14.JF294208,8.0,39.0,6.0,40.0,1.37,0.364599
A1.KE.-.PP75B_B0362_ECX01B14.JF294195,8.0,39.0,5.0,35.0,1.44,0.347534
A1.UG.-.PP103A_B0248_Econ_b16_1.JF294191,2.0,35.0,10.0,46.0,0.26,0.992848
D.UG.-.PP67B_B0209_ECX10B10.JF294157,7.0,36.0,9.0,43.0,0.93,0.669729
D.UG.-.PP67A_A0986_ecx32B10.JF294091,5.0,34.0,8.0,45.0,0.83,0.746399
C.ZA.-.PP118A_A0091_A3.JF294089,1.0,23.0,6.0,37.0,0.27,0.973342
A1.KE.-.PP75B_B0362_ECX20B14.JF294068,8.0,39.0,6.0,40.0,1.37,0.364599
C.ZM.-.PP14A_A0097_ecx17B4.JF294006,4.0,28.0,6.0,42.0,1.00,0.629566
C.KE.-.PP78B_B0868_econ_B14.JF293994,7.0,36.0,9.0,45.0,0.97,0.631659
C.BW.-.PP36A_A0516_Econ_b6_17.JF293977,5.0,36.0,9.0,42.0,0.65,0.877725
C.ZM.-.PP14A_A0097_ecx18B4.JF293945,4.0,34.0,9.0,47.0,0.61,0.886319
A1.KE.-.PP133B_B0309_ENV_80.JF293900,2.0,34.0,11.0,50.0,0.27,0.992837
C.ZA.-.PP1A_10000008_esm121.JF293850,3.0,33.0,13.0,47.0,0.33,0.992333
A1.KE.-.PP63A_A0600_esm74B10.JF293845,4.0,33.0,11.0,48.0,0.53,0.93873
A1.KE.-.PP133B_B0309_ENV_34.JF293827,2.0,34.0,11.0,53.0,0.28,0.990313
A1.KE.-.PP63B_B0944_ECX8B10.JF293826,5.0,35.0,8.0,46.0,0.82,0.75021
C.ZA.-.PP1A_10000008_esm164.JF293801,3.0,34.0,13.0,47.0,0.32,0.993489
C.BW.-.PP106A_B0356_Envcon_b16_18.JF293783,4.0,29.0,8.0,39.0,0.67,0.851008
C.ZA.-.PP53B_A0676_econb8.JF293693,4.0,34.0,9.0,41.0,0.54,0.930748
D.UG.-.PP35B_A0654_ECX05.JF293668,3.0,35.0,8.0,46.0,0.49,0.933065
C.ZA.-.PP94A_B0728_Econ_B12_11.JF293659,4.0,35.0,12.0,46.0,0.44,0.975362
A1.KE.-.PP133B_B0309_ENV_31.JF293640,2.0,38.0,11.0,53.0,0.25,0.994274
A1.KE.-.PP135B_B0037_econB26.JF293597,2.0,39.0,9.0,44.0,0.25,0.99353
D.UG.-.PP35B_A0654_ECX03.JF293586,3.0,35.0,8.0,46.0,0.49,0.933065
A1.KE.-.PP133B_B0309_ENV_75.JF293579,2.0,36.0,11.0,49.0,0.25,0.995149
A1.KE.-.PP82B_B0893_econB11.JF293576,1.0,34.0,7.0,47.0,0.20,0.990223
A1.KE.-.PP75A_A0869_esm73B14.JF293569,2.0,33.0,12.0,48.0,0.24,0.996244
A1.KE.-.PP75B_B0362_ECX18B14.JF293561,8.0,39.0,6.0,40.0,1.37,0.364599
D.KE.-.PP126A_B0460_econB23.JF293541,7.0,35.0,10.0,44.0,0.88,0.713249
A1.KE.-.PP74A_A0906_ecx69B10.JF293530,5.0,34.0,7.0,46.0,0.97,0.643581
A1.KE.-.PP74A_A0906_esm72B10.JF293526,6.0,34.0,7.0,47.0,1.18,0.484879
B.DK.2001.PT476.AM285289,10.0,151.0,6.0,120.0,1.32,0.384439
B.GL.2002.GRL96.AM285270,14.0,163.0,8.0,118.0,1.27,0.373748
B.GL.2001.GRL69.AM285263,11.0,160.0,7.0,120.0,1.18,0.462289
B.GL.2001.GRL68.AM285262,8.0,161.0,5.0,120.0,1.19,0.493485
B.GL.2000.GRL65.AM285260,12.0,161.0,8.0,120.0,1.12,0.496365
B.GL.1999.GRL47.AM285248,11.0,158.0,8.0,122.0,1.06,0.545643
B.GL.2002.GRL44.AM285246,9.0,161.0,7.0,120.0,0.96,0.639027
B.GL.1999.GRL43.AM285245,12.0,161.0,8.0,120.0,1.12,0.496365
B.GL.2002.GRL42.AM285244,12.0,161.0,8.0,120.0,1.12,0.496365
B.GL.1999.GRL39.AM285241,14.0,161.0,7.0,120.0,1.49,0.252583
B.GL.1999.GRL15.AM285227,9.0,149.0,8.0,107.0,0.81,0.762466
B.DK.2000.297.AJ419505,10.0,160.0,6.0,124.0,1.29,0.404583
B.SE.2001.01SE_22312.AY165275,12.0,203.0,8.0,152.0,1.12,0.492317
B.SE.2001.01SE_21780.AY165262,13.0,214.0,13.0,167.0,0.78,0.805836
C.SE.2001.01SE_21634.AY165260,22.0,202.0,13.0,159.0,1.33,0.247484
C.SE.2001.01SE_21063.AY165252,20.0,205.0,19.0,172.0,0.88,0.719547
B.SE.2000.00SE_20003.AY165242,17.0,217.0,11.0,164.0,1.17,0.416486
B.SE.2000.00SE_19929.AY165241,15.0,218.0,8.0,164.0,1.41,0.277652
C.SE.2000.00SE_19703.AY165235,19.0,210.0,17.0,163.0,0.87,0.734992
B.SE.2000.00SE_19034.AY165228,9.0,212.0,7.0,166.0,1.01,0.599401
D.SE.1999.99SE_17094.AY165212,17.0,195.0,17.0,137.0,0.70,0.898352
C.SE.1999.99SE_16811.AY165207,22.0,213.0,25.0,164.0,0.68,0.943523
B.SE.1998.98SE_14903.AY165193,7.0,208.0,11.0,173.0,0.53,0.946654
B.SE.1998.98SE_14699.AY165191,11.0,212.0,13.0,169.0,0.67,0.886849
B.SE.2000.00SE_19950.AY165188,10.0,203.0,6.0,171.0,1.40,0.340639
B.DK.-.pt_100_0.AJ582159,5.0,147.0,3.0,110.0,1.25,0.528533
11_cpx.CM.1995.95CM_1816.AF492624,127.0,1096.0,129.0,999.0,0.90,0.839375
D.SE.2000.P4b_20000309.GU204939,27.0,282.0,44.0,289.0,0.63,0.985428
B.SE.1998.P4a_19981130.GU204935,17.0,298.0,22.0,281.0,0.73,0.882088
D.KE.-.PP83A_A0197_gconB11s1.HQ424004,14.0,112.0,9.0,109.0,1.51,0.208624
A1.UG.-.PP131A_A0206_gconB25s1.HQ423984,13.0,107.0,20.0,119.0,0.72,0.881051
A1.KE.-.PP89A_A0532_gconB11s1.HQ423972,12.0,105.0,15.0,97.0,0.74,0.852887
A1D.KE.-.SC14A_A0679_gconB18s1_bad.HQ423958,16.0,110.0,11.0,95.0,1.26,0.338996
D.UG.-.PP32A_A0465_gconBr1s1_bad.HQ423956,9.0,109.0,10.0,103.0,0.85,0.729088
A1.UG.-.SC10A_A0794_gconB18s1.HQ423939,12.0,103.0,16.0,101.0,0.74,0.858445
C.ZA.-.SC1B_B0010_GCON_BKG17.HQ423928,12.0,105.0,11.0,96.0,1.00,0.591043
A1.KE.-.PP45B_A0226_longGagcon_B8.HQ423921,10.0,106.0,14.0,98.0,0.66,0.901952
C.BW.-.PP71B_B0998_gcon_B14.HQ423877,11.0,111.0,11.0,101.0,0.91,0.677418
G.KE.-.PP122B_A0269gconB23.HQ423858,19.0,115.0,14.0,97.0,1.14,0.411453
A1.UG.-.PP121B_A0111gconB23.HQ423857,14.0,101.0,13.0,97.0,1.03,0.545272
C.KE.-.PP125B_A0049gconB23.HQ423855,12.0,97.0,9.0,97.0,1.33,0.322435
C.ZA.-.PP99B_B0108gconB13.HQ423848,9.0,99.0,7.0,103.0,1.34,0.365808
A1.KE.-.PP101B_B0812gconB13.HQ423847,13.0,107.0,14.0,101.0,0.88,0.716865
A1.UG.-.PP68B_B0070gconB13.HQ423845,12.0,108.0,16.0,103.0,0.72,0.87491
A1.KE.-.PP134B_B0671gconB25r1.HQ423836,12.0,106.0,16.0,96.0,0.68,0.903564
A2D.KE.-.PP135A_B0037gconB26.HQ423832,10.0,96.0,12.0,87.0,0.76,0.82351
C.ZA.-.PP119A_A0918gconB22.HQ423829,9.0,106.0,12.0,104.0,0.74,0.832913
A1.KE.-.BKG012gconB27.HQ423810,9.0,108.0,17.0,92.0,0.45,0.990463
C.ZM.-.SC19A_B0954gconB19.HQ423799,10.0,107.0,8.0,109.0,1.27,0.387171
A1.UG.-.SC4A_A0337gconB17.HQ423783,11.0,112.0,13.0,100.0,0.76,0.827981
A1.TZ.-.A0147gconB19s11.HQ423771,13.0,106.0,13.0,97.0,0.92,0.674906
D.UG.-.PP32A_A0521gsm58Retest.HQ423727,8.0,109.0,10.0,103.0,0.76,0.806327
A1.KE.-.PP73A_A0753gconB14.HQ423715,11.0,100.0,13.0,94.0,0.80,0.792788
C.BW.-.PP71A_A0040gconB14.HQ423698,11.0,110.0,11.0,101.0,0.92,0.669302
C.BW.-.BKG07gconB27.HQ423681,10.0,94.0,7.0,88.0,1.34,0.358143
